"","x","y","prob"
"1",0.0133803769519457,0.00324580453358967,3.08123325965599e-12
"2",0.0133803769519457,0.00359810412722444,3.4361487618023e-12
"3",0.0133803769519457,0.00398864231544827,3.88400482099166e-12
"4",0.0133803769519457,0.00442156951495921,4.45046078725442e-12
"5",0.0133803769519457,0.00490148662864483,5.16781473213528e-12
"6",0.0133803769519457,0.00543349394134895,6.07538128917175e-12
"7",0.0133803769519457,0.00602324532278449,7.22005422104451e-12
"8",0.0133803769519457,0.00667700831363001,8.65386784143948e-12
"9",0.0133803769519457,0.00740173073337054,1.04283580187928e-11
"10",0.0133803769519457,0.00820511451775283,1.25828980648709e-11
"11",0.0133803769519457,0.00909569757055738,1.51284475999938e-11
"12",0.0133803769519457,0.0100829444995609,1.80307116265998e-11
"13",0.0133803769519457,0.0111773472009795,2.12100734750338e-11
"14",0.0133803769519457,0.0123905363613462,2.45726206994554e-11
"15",0.0133803769519457,0.013735405061801,2.80770020223021e-11
"16",0.0133803769519457,0.0152262457983903,3.18128075154242e-11
"17",0.0133803769519457,0.016878902374547,3.60461466847121e-11
"18",0.0133803769519457,0.0187109382799801,4.12425867656207e-11
"19",0.0133803769519457,0.0207418233454071,4.80454820441042e-11
"20",0.0133803769519457,0.0229931406567886,5.71682601730934e-11
"21",0.0133803769519457,0.0254888159280334,6.89260934501399e-11
"22",0.0133803769519457,0.0282553717698132,8.17257107993402e-11
"23",0.0133803769519457,0.0313222095567134,8.96814325604856e-11
"24",0.0133803769519457,0.0347219218882411,8.49701656773588e-11
"25",0.0133803769519457,0.0384906389643484,6.85532159078889e-11
"26",0.0133803769519457,0.0426684125565511,4.99535596209739e-11
"27",0.0133803769519457,0.0472996416552699,3.52579183405823e-11
"28",0.0133803769519457,0.0524335443169294,2.51522944996116e-11
"29",0.0133803769519457,0.0581246807253366,1.84622827765985e-11
"30",0.0133803769519457,0.0644335330261374,1.4018337313962e-11
"31",0.0133803769519457,0.0714271480964992,1.10100212128152e-11
"32",0.0133803769519457,0.0791798500810078,8.92209562278253e-12
"33",0.0133803769519457,0.0877740302662056,7.43582202802179e-12
"34",0.0133803769519457,0.0973010226881036,6.35257288284125e-12
"35",0.0133803769519457,0.107862074778125,5.54736093935009e-12
"36",0.0133803769519457,0.119569423362949,4.940516033615e-12
"37",0.0133803769519457,0.132547487453372,4.48004897423021e-12
"38",0.0133803769519457,0.146934190498453,4.13214108514284e-12
"39",0.0133803769519457,0.162882426157121,3.8737320852982e-12
"40",0.0133803769519457,0.180561683164608,3.6887287475167e-12
"41",0.0133803769519457,0.200159846561882,3.5646017284189e-12
"42",0.0133803769519457,0.221885194430493,3.48995383262278e-12
"43",0.0133803769519457,0.24596861135301,3.45372242303822e-12
"44",0.0133803769519457,0.272666042122429,3.44269610112709e-12
"45",0.0133803769519457,0.302261211777177,3.44187701896544e-12
"46",0.0133803769519457,0.33506864086869,3.43427699707083e-12
"47",0.0133803769519457,0.371436988006108,3.40337076594219e-12
"48",0.0133803769519457,0.411752755200739,3.33615657848238e-12
"49",0.0133803769519457,0.45644439538857,3.22663901117585e-12
"50",0.0133803769519457,0.505986865783243,3.07752053442616e-12
"51",0.0133803769519457,0.560906675449917,2.89869947364743e-12
"52",0.0133803769519457,0.621787480742741,2.70359961772166e-12
"53",0.0133803769519457,0.689276288071073,2.50549617793914e-12
"54",0.0133803769519457,0.764090329913873,2.31482909237538e-12
"55",0.0133803769519457,0.847024687156641,2.13839388569611e-12
"56",0.0133803769519457,0.938960738756731,1.97965973883257e-12
"57",0.0133803769519457,1.04087552853527,1.83970998867826e-12
"58",0.0133803769519457,1.15385214864055,1.71795776043181e-12
"59",0.0133803769519457,1.27909125003249,1.61304583762718e-12
"60",0.0133803769519457,1.41792380231496,1.52318785142707e-12
"61",0.0133803769519457,1.57182523852011,1.44655933204211e-12
"62",0.0133803769519457,1.74243113516759,1.38141446549236e-12
"63",0.0133803769519457,1.93155459423714,1.32610968005108e-12
"64",0.0133803769519457,2.1412055117804,1.27925413645743e-12
"65",0.0133803769519457,2.37361193794757,1.23959329963857e-12
"66",0.0133803769519457,2.63124375543128,1.2060506980039e-12
"67",0.0133803769519457,2.91683892796846,1.1777168510522e-12
"68",0.0133803769519457,3.23343259785434,1.15380574742027e-12
"69",0.0133803769519457,3.58438934170043,1.13365896680064e-12
"70",0.0133803769519457,3.97343892723211,1.11667454521422e-12
"71",0.0133803769519457,4.40471595112865,1.1024020374829e-12
"72",0.0133803769519457,4.88280377915417,1.09040357557139e-12
"73",0.0133803769519457,5.41278325554978,1.08032831300516e-12
"74",0.0133803769519457,6.00028669934292,1.07188469647981e-12
"75",0.0133803769519457,6.65155776141541,1.06482390102805e-12
"76",0.0133803769519457,7.37351777845726,1.05891895203642e-12
"77",0.0133803769519457,8.17383932897786,1.0539892344674e-12
"78",0.0133803769519457,9.06102777308609,1.04986634709389e-12
"79",0.0133803769519457,10.0445116425973,1.04645539593719e-12
"80",0.0133803769519457,11.1347428420815,1.04361771898927e-12
"81",0.0145149071410017,0.00324580453358967,3.63697921350624e-12
